ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_6rDXnc7FeUTcXa9,A3PN4G5WB9ZLIR,control,38,38,38,38,26,24,33.66666667,Server should chop only in the first tick,"Server shouldn't cook / Sous-Chef should do all cooking,Server should chop only in the first tick",Let them cook using their quickest strengths.,Moderately difficult,Never,32,Female,2 year degree,Try to match each person with a skill that cost lower ticks.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",By how fast they were at each part of cooking the meal.,I made sure to keep them both busy.,2,,,,N0
R_87mdy8NqaotNmCt,A3MK2INQQ262Y2,control,38,38,38,39,22,20,32.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",only let the sous chef cook,Moderately difficult,Never,22,Female,4 year degree,Try to give everyone a job and whichever one they do well,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to give tasks to workers that would be completed the fastest,I tried to be smarter about what I gave the server,3,K4,A0,E0,N0
R_8H7VCg0tqEcp0it,A24KZEEOBETVFU,control,40,39,37,39,24,24,33.83333333,Server and Sous-Chef should chop two times each,Server should cook once / Sous-Chef should cook three times,Keep all the workers busy.,Slightly easy,Never,48,Male,4 year degree,Read the instruction carefully.,Keep all workers busy,I like to work.,Keep all workers busy.,2,,,,N0
R_9HA2yakRMVisF0J,A1JRMSNROZ1JX5,control,41,38,38,38,25,20,33.33333333,Sous-Chef should chop twice before starting to cook,"Server should plate three times / Sous-Chef should plate once,Sous-Chef should chop twice before starting to cook",Sous-Chef should chop twice before cooking.,Slightly difficult,Never,28,Female,Less than high school,Figure out the best way to delegate tasks based on performance,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Purely comparing numbers and planning based on how long it took them to perform the tasks,"Sous-Chef should be left open for cooking, not plating.",3,C2,A1,E0,N0
R_9QTOreltYbUPr8d,AW6VVK716D1XI,control,38,38,40,37,32,22,34.5,Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once,Don't think of real life. Servers can also do the work of the chefs.,Slightly difficult,2-3 times a week,32,Female,4 year degree,I tried to make sure all cooks were being used in some way,"Keep all workers busy,Assign the same task to the same worker",I tried to have chop meat a priority because you can't cook without a burger or taco without it.,I did not.,2,,,,N1
R_A1oG16AJvZZ6rnP,A367N22GT41MVH,control,38,35,38,38,20,20,31.5,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Avoid having the server cook if it's possible.,Slightly difficult,Once in a while,34,Male,High school graduate,Just trying to go fast and make sure I wait when needed.,Keep all workers busy,I tried not to leave too much cooking to the server and had the chef avoid the serving.,I tried keeping them busy as much as I could but avoiding having the server cook if I could without waiting too much.,3,K0,D0,E0,N1
R_ANcs0o30tR7ZQ1X,AHFUMB0QU0W4,control,41,38,38,38,21,20,32.66666667,Server should cook once / Sous-Chef should cook three times,"Server should chop once / Sous-Chef should chop three times,Server should cook once / Sous-Chef should cook three times",Server should cook once,Neither easy nor difficult,Once in a while,45,Male,4 year degree,"To not let anyone be idle, but I don't think I scored as well as I could have.","Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I would let them be idle over taking a task that took them longer.,I was less likely to leave someone idle with only 2 workers,3,K1,D0,E0,N0
R_Ab69w0RwsIgzQWJ,A1LK72MZIUGXT8,control,38,38,38,38,24,20,32.66666667,Server should plate three times / Sous-Chef should plate once,"Server and Sous-Chef should chop two times each,Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",Keep everyone busy.,Slightly difficult,Never,31,Female,4 year degree,"I kept trying to play to their strengths, as suggested, but that meant some workers went without a job for several ticks.","Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to make sure that plating always went to the server, and the majority of the cooking went to the sous-chef.","Suddenly you're down a worker, so every remaining workers has to do every job at least once.",2,,,,N0
R_AmMsiVGHA19Aa65,A2JCY8PVLDOZ8P,control,38,40,38,41,21,22,33.33333333,Server shouldn't cook / Sous-Chef should do all cooking,"Server should chop once / Sous-Chef should chop three times,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Leave plating to server unless no cooking tasks are available,Slightly difficult,Never,27,Male,Professional degree,Give tasks to most efficient people and have all people working all the time,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Speed,Tried to only give cooking tasks to sous-chef but that didn't work.,3,P4,A2,E0,N0
R_AzFfGQBA5hYaFKp,A20KA8FYD7DX8,control,41,39,41,38,24,22,34.16666667,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Never assign plating to the sous-chef.,Slightly difficult,Once in a while,20,Other,2 year degree,"Give the cooking/chopping tasks to the chef and sous-chef, and only give plating to the server if possible.","Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","If possible, I gave cooking to the chef, chopping to the sous-chef, and plating to the server.","I gave all the chopping and cooking to the sous-chef, and I had the server chop when it was absolutely necessary.",3,P0,D2,E0,N1
R_C9nDxszLzHLJUFX,AIOFZDV1SZ25O,control,38,35,38,40,20,20,31.83333333,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,I think I was most successful when keeping both busy.,Slightly difficult,Never,33,Male,Professional degree,Tried to maximize each workers skills.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Whoever completed the task the fastest would usually get the task.,"It became much harder. I tried to keep assigning cooking to the Sous-Chef because he was a little quicker than the server, but that wasn't getting me where I needed to be.",2,,,,N0
R_D0DYG3WCEGnsaFb,A1SIXXTFZDSKMA,control,39,39,39,41,26,20,34,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Keep everyone busy at all time / Do not leave anyone idle",Let the server chop food even though they are only a server,Slightly difficult,Never,32,Female,Some college,try to minimize each task time,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",based on their strengths,I had the server chop food more often,3,M1,D1,E0,N0
R_D2DmS9cGd8fgm1H,A3SIBX268367W7,control,39,40,39,38,36,25,36.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy,Slightly difficult,Never,24,Female,Professional degree,Try to even out the work,Learn who is faster at what first and then assign task to worker who does it the fastest.,I gave more cooking tasks to chefs and plating tasks to servers,I tried different combinations,2,,,,N0
R_DiC4adFSNqqq2zv,A9YLHXV01NHQJ,control,41,38,39,35,24,20,32.83333333,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Don't let the server cook.,Slightly easy,Once in a while,22,Male,4 year degree,I tried to focus on my workers' strengths,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I usually put the best person on the task but if there was an intermediate task and there was an opening I passed it off.,I treated the sous-chef like the chef.,3,K0,D0,E0,N1
R_NX5n5OFq6YiQBTb,A3971WX586VHNF,control,39,38,38,36,26,22,33.16666667,Server and Sous-Chef should chop two times each,Server and Sous-Chef should chop two times each,Balance the workload,Moderately difficult,Once in a while,27,Male,Professional degree,Find out bottlenecks and optimize workers for their tasks,Intentionally leave some workers idle,Certain workers were good at certain things,Tried to keep more workers busy,2,,,,N0
R_O22Rc89VgQAkM8x,A1L6D082DPMF3N,control,38,38,38,38,24,22,33,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Make your own observations and don't follow any tips.,Extremely easy,Never,39,Male,4 year degree,I took into consideration the number of ticks it took the cooks to complete a task before assigning it to them.,Learn who is faster at what first and then assign task to worker who does it the fastest.,I assigned tasks based on the workers' strengths.,I kept both workers busy while still trying to play to their strengths.,2,,,,N0
R_OEeSovjdEbiRGG5,AIGUVMQQYYKMN,control,41,36,36,38,21,20,32,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should cook two times each,Keep everyone busy at all time / Do not leave anyone idle",Let the server cook if the sous chef is also cooking.,Moderately easy,Never,30,Male,High school graduate,To have each worker spend the least amount of time at the job they were performing.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I gave the jobs to the fastest worker for each part of the meal. I would give something to someone idle at times if the other workers were busy.,I would let the server do jobs like cooking and cutting if since the sous chef was a lot more busy cooking and chopping.,3,M1,"A0, D0",E0,N0
R_OoKBdq2PmR0OJsB,A2LCPHLPA1KWF5,control,38,37,36,35,21,21,31.33333333,Server should cook once / Sous-Chef should cook three times,"Server should chop three times / Sous-Chef should chop once,Server should cook once / Sous-Chef should cook three times",Keep everyone busy,Slightly easy,Never,21,Male,4 year degree,Maximize the use of shorter cook times,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I used the chef/sous for making burgers more effectively and put other works to tasks even if they took longer but would still come out and allow the next step to be finished faster.,I used different methods for cooking the burgers and had the server cook too even though it was slower it was faster than waiting only for the sous to cook them all,2,,,,N0
R_PMrJRJXM2EQXIIN,A3TYH348Y7BUSJ,control,38,46,38,38,25,21,34.33333333,Server should chop three times / Sous-Chef should chop once,Server should plate three times / Sous-Chef should plate once,only let sous chefs cook,Slightly easy,Never,24,Female,4 year degree,figuring out who does each task the best and trying to time finishing tasks,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",cooking was always chefs and plating always goes to servers,tried to make sous chefs cook and servers chop and serve,3,K4,A0,E0,N0
R_Q63Z3gnF7l9dwBP,AKVPHW3BEA93M,control,42,38,37,39,24,33,35.5,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,"keep them both busy, but effective",Slightly easy,Once in a while,24,Male,4 year degree,try and maximize ticks but dont get caught waiting for a while,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",play to their strengths,people had to specialize less and cooperate more,2,,,,N0
R_Qcae5pFuhTrEC8p,A1QLJUHC6BQBAB,control,40,35,39,38,28,24,34,Server and Sous-Chef should plate two times each,Server should chop once / Sous-Chef should chop three times,Sous chef can plate.,Slightly difficult,Once in a while,33,Male,2 year degree,Use all workers at once.,Intentionally leave some workers idle,By worker.,Letting items idle.,3,M1,A2,E0,N0
R_R4vwwPbhlPcUkw1,A2NJ6AR78O07FD,control,37,41,41,41,25,22,34.5,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,Make the waiter do chopping but not cooking.,Extremely difficult,Never,40,Female,4 year degree,I didn't perform well.,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to assign tasks to the workers who completed them quickly.,I had the waiter do chopping.,3,"C4, K0","D0, D1",E0,"N0, N1"
R_RElq0Da0R5awmMV,A3DJI82SPV1HMH,control,38,35,39,35,23,22,32,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Sous-Chef should do all the cooking,Slightly difficult,Never,23,Female,Professional degree,Trying to figure out who was best at each task,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Giving the task that was best for each of them,Deciding when to leave workers idle and when not to,3,K4,A0,E0,N0
R_RwVIRImz9JpqOMF,A35NWAQQT5NPV2,control,41,45,39,41,21,21,34.66666667,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,server cooks slow,Slightly difficult,Once in a while,30,Female,Professional degree,figure out which chef does which task fastest,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",what took the most ticks,both had to have tasks,3,M1,D0,E1,N0
R_SBmDEnC3iogEPRf,A1WNHGZ8S46T3C,control,41,36,38,38,21,20,32.33333333,Keep everyone busy at all time / Do not leave anyone idle,"Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle","The Server takes 12 turns to cook, so plan accordingly.",Slightly easy,Once in a while,57,Male,Some college,"To keep the supply line going (chop meat, then assign the cook, while serving burgers)",Keep all workers busy,"Chef\Sous Chef : Cooking, Server serving, and everyone cutting meat","I needed to have them both chop meat, then started the chef cooking as soon as possible, while the server continued to cut meat.",3,M1,D0,E1,N0
R_To96mXnaHAa6gmJ,A2ZP9Q8QNSO095,control,41,37,37,41,25,23,34,Server should do all plating / Sous-Chef shouldn't plate,Server should do all plating / Sous-Chef shouldn't plate,chef should not be assigned plating,Slightly difficult,Once a month,26,Male,4 year degree,learn who does what the fastest,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Whoever could complete the task the fastest,"i did not change my strategy, I just had to reallocate the tasks with 1 less worker",3,P0,D2,E0,N1
R_UfqAY6Tqddcf2et,A1WSCND5HZZV5N,control,38,38,38,39,26,20,33.16666667,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Sous-Chef should do the cooking.,Slightly difficult,Never,49,Female,4 year degree,"To attempt to figure out who did the task faster while at the same time making sure everyone had a task to work on, without wasted clicks.","Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Those who completed the task faster got those tasks (when I could remember).,I still tried to remember who was faster at certain tasks.,3,K4,A0,E0,N0
R_UmDaTr9SuYCPc1X,A2C70CEYBGWK97,control,38,38,38,35,26,26,33.5,Sous-Chef should chop twice before starting to cook,"Server should plate three times / Sous-Chef should plate once,Sous-Chef should chop twice before starting to cook",one of them can become IDLE,Slightly difficult,Once in a while,36,Male,Professional degree,"to learn who is at best what they are doing, and wasting no time","Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",their abilities,the game became more easy,2,,,,N0
R_VQl6lGhb8J9jI3L,A133S8TUY7GV0I,control,39,35,37,36,21,20,31.33333333,Server should plate three times / Sous-Chef should plate once,Server should plate three times / Sous-Chef should plate once,Keep them both working,Slightly easy,Never,37,Female,4 year degree,I tried to keep the chef or sous chef busy with the longest jobs and let the server take everything else,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I made sure the cooking went to the chefs unless I had to let the server cook. Otherwise the server could manage the chopping and plating.,I had to keep them both busy most of the time,2,,,,N0
R_WrNZu3wYxs6wHQd,A2I1H23WQYWTQ1,control,40,38,38,38,24,22,33.33333333,Server shouldn't cook / Sous-Chef should do all cooking,"Server should chop three times / Sous-Chef should chop once,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",Let the server chop meat.,Moderately difficult,Once in a while,19,Female,High school graduate,Try to have both workers working at the same time on tasks they were at least moderately good at.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I started off with the server and sous chef both chopping meat, then kept the server chopping meat and plating while the sous chef cooked the burger.",I had to use the sous chef to do the chef's tasks and delegate some sous chef tasks to the server.,3,C4,D1,E0,N0
R_Zad3RcKij9bIX2p,A3AQDCQGRV51QK,control,38,36,35,38,23,24,32.33333333,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Assign work based on the workers' strengths.,Slightly difficult,Never,25,Male,4 year degree,Try to parallelize work as much as possible.,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","Play to workers' strengths. If difference in skill is low, does not make much of a difference who is assigned what task.",The servant had to take on more cutting tasks.,2,,,,N0
R_Zh4GSPOP4ZdzlXX,A1RGKDDAQN68NO,control,50,50,50,50,50,50,50,Server should cook once / Sous-Chef should cook three times,Server shouldn't cook / Sous-Chef should do all cooking,good,Slightly difficult,Once a month,25,Female,Professional degree,good,Keep all workers busy,good,good,1,,,,
R_ac3jYVZN2a2IMSt,A3PNWI2B786C0X,control,38,41,35,35,20,20,31.5,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Don't let the server cook.,Slightly difficult,Never,33,Female,Professional degree,Keep everyone busy!,Learn who is faster at what first and then assign task to worker who does it the fastest.,"Cooking for cooks, other for server",Let them each do more work.,3,K0,D0,E0,N1
R_bJjlUFwtFaH6eKl,A2ASVQTZIEEK6F,control,38,35,38,35,20,20,31,Sous-Chef should chop twice before starting to cook,Keep everyone busy at all time / Do not leave anyone idle,\keep everyone busy,Slightly difficult,Once a week,35,Male,High school graduate,make the chef/sous chef take on all real cooking,Intentionally leave some workers idle,gave chef everything and small taskts to server,focused on sou chef to cook,2,,,,N0
R_bg6HWoBeXltUpR7,A24FUE0MKTETHN,control,38,39,38,38,23,20,32.66666667,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",leave people idle to best use your clicks,Neither easy nor difficult,2-3 times a week,43,Female,High school graduate,on some yes and some no,Keep all workers busy,server were better platers since that was normally in their skill set vs chefs and sous who cook more,I tried to keep everyone busy since had less people,2,,,,N0
R_cGFflmjt31fI9rj,A2REC9SPRVBZWH,control,38,35,36,38,20,20,31.16666667,Server should chop only in the first tick,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",The sous-chef should always cook,Slightly difficult,Once in a while,31,Male,Professional degree,"I was trying to give the workers who were better at tasks those tasks, even if it required skipping a round on a different task.","Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","The server would not cook the food, but could help with some prep. The server would always plate.",I had the sous-chef do most of the cooking and the server do most of the plating,3,K4,A0,E0,N0
R_eWqSGPECF5WgWfD,A2L0431B6MIFD3,control,38,42,38,38,24,25,34.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Sometimes the Sous Chef has to plate.,Moderately difficult,Never,84,Female,Doctorate,Keep workers busy according to skills.,"Keep all workers busy,Intentionally leave some workers idle",I saw who could do what.,Let the server work on new skills now and then.,3,M1,D2,E0,N0
R_eXIJw6uOCxUvYeR,A2B58J84CCUN6U,control,38,38,41,38,25,25,34.16666667,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Server should not cook,Moderately difficult,Never,62,Male,Professional degree,Look for patterns as quickly as possible. Note that I did not perform that well.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I focused on the quickest for the longest tasks and also looked for twofers (when I could assign multiple jobs on one tick),I didn't. I thought it made the game easier to understand.,3,K0,D0,E0,N1
R_pLhZT4tYNxo97oJ,ACTH0ECLYDIGM,control,43,38,38,38,28,25,35,Server should plate once / Sous-Chef should plate three times,Server should do all plating / Sous-Chef shouldn't plate,sous chef is in the kitchen acting as a chef whereas server is acting as sous chef to help,Moderately difficult,Daily,42,Female,2 year degree,finding who has the less tick. Everyone can help in the kitchen,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",know what they are suppose to do well at and giving that job to that person,everyone is working,1,,,,
R_pSEMhrFUoz80bh7,A14E1Z1CVPQBSU,control,38,38,35,38,20,20,31.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server and Sous-Chef should chop two times each,Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once",Don't let the server cook,Moderately difficult,Never,22,Male,4 year degree,Try to maximize efficiency by assigning workers to the tasks they were best at.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I chose to prioritize longer tasks when other long tasks were being done as to not waste time.,"I tried to keep the tasks split between the two, keeping cooking reserved to the sous and plating reserved to the server. Both could chop.",3,K0,D0,E0,N1
R_pu52P8W8jw0LVOF,A2M6XVUCL6K08Y,control,38,38,38,38,24,25,33.5,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle",Never give cooking to the server unless you can give the sous-chef other tasks to complete while the server is cooking.,Neither easy nor difficult,Never,32,Male,4 year degree,To figure out which workers did each task quickest.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Making sure each worker was doing something each tick.,Trying to match up the tasks to each worker so that they line up well. You want all workers doing something each tick if possible.,3,K0,D0,E0,N1
R_puDM4eNFJEQtbSp,ASE79VYZNLPVD,control,38,38,38,38,24,25,33.5,Keep everyone busy at all time / Do not leave anyone idle,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Keep everyone busy at all time / Do not leave anyone idle",Make the server chop meat,Slightly difficult,Never,22,Female,4 year degree,"I tried to go off their strengths... Intuitively, you'd expect chefs to be good at cooking/food prep tasks, and servers to be good at plating and serving.","Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Determined what each worker was good at and went from there.,I had to give the server more cooking tasks.,3,C4,D1,E0,N0
R_pxybpwzurwsvHOx,A1P24ERQBDPDP9,control,40,38,40,36,39,25,36.33333333,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Server should do plates.,Neither easy nor difficult,Once in a while,19,Male,Some college,To view which task each cook did the most efficiently and thus doing that in future tasks.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I prioritized based on the one that would take the least amount of clicks.,I didn't change that much from before I just focused on which cook did the least amount of ticks.,3,P4,A2,E0,N0
R_qwH24CdEQKZvFrH,A1AF1XMICPJVZ1,control,42,38,36,38,26,29,34.83333333,Sous-Chef should chop twice before starting to cook,"Server and Sous-Chef should cook two times each,Server should cook three times / Sous-Chef should cook once,Sous-Chef should chop twice before starting to cook",Keep both workers busy at all times,Moderately easy,Once a week,28,Female,2 year degree,Make sure everyone was working on something at all times.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I made sure workers worked on their strengths first and then whatever took the least ticks if their strengths weren't an available option.,I had to assign the chef to plate.,2,,,,N0
R_r14KQi9lk3v4x8d,AYSLNP27I9NK8,control,38,42,38,37,21,20,32.66666667,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle",Make sure to keep both sous-chef and the server busy,Slightly easy,Once a month,24,Female,Some college,To delegate tasks to whoever was best at them and to decide if leaving someone open for an upcoming task was worth it.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",However many ticks it took to finish something and what was coming up next.,I had the server doing tasks that I wouldn't have preferred them to do to keep up with the sous-chef.,3,M1,O1,E0,N0
R_sczeqFlCRT5IXtL,A1SNL49AU2I5BV,control,38,38,41,35,23,23,33,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Sous-Chef should chop twice before starting to cook",Server should only cook once,Moderately difficult,Once in a while,52,Male,4 year degree,Tried to time the ending of the longer activities and shorter activities,"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Learned to restrict cooking to chef and sous-chef,became comfortable letting the server take a tick off.,3,K1,D0,E0,N0
R_tPrh8VqPRUxUFUJ,ABS78IX07OGPT,control,37,39,38,38,32,21,34.16666667,Server and Sous-Chef should chop two times each,Server shouldn't cook / Sous-Chef should do all cooking,server shouldn't cook,Slightly difficult,Never,24,Female,4 year degree,I tried to make sure everyone was busy so I wouldn't waste tiks,Keep all workers busy,I just did what came first,I would think more strategically about what task i was assigning,3,K0,D0,E0,N1
R_uh4FQgECTBDB28h,A2JOWELSHII30A,control,43,37,39,39,25,22,34.16666667,Server should chop three times / Sous-Chef should chop once,Server should chop three times / Sous-Chef should chop once,have server chop the meat while the chef cooks it.,Slightly difficult,Never,19,Male,Some college,have multiple people doing things at the same time.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",server serves. chef cooks.,I would have to assign the server to chop the meat but it was only one extra tick,3,"K4, C4","A0, D1",E0,N0
R_uqNx7GpwF1WxQAN,A13O7MR3K9JTC4,control,41,38,41,36,21,23,33.33333333,Server shouldn't cook / Sous-Chef should do all cooking,"Server should chop three times / Sous-Chef should chop once,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate","cooking gives to sous-chef and plating gives to server, chopping can gives to both",Moderately easy,Never,28,Female,4 year degree,cooking burger gives to chef and plate gives to server,Learn who is faster at what first and then assign task to worker who does it the fastest.,cooking burger gives to chef and plate gives to server,"cooking gives to sous-chef and plating gives to server, chopping can gives to both",3,"K4, P4","A0, A1, A2, D1",E0,N0
R_w02fQy5jAKKztD3,A19T2MUMUVNJFC,control,41,41,38,41,23,23,34.5,Keep everyone busy at all time / Do not leave anyone idle,"Server should chop only in the first tick,Keep everyone busy at all time / Do not leave anyone idle",keep both busy,Slightly difficult,Once in a while,42,Male,Professional degree,Give each worker their fastest task,Learn who is faster at what first and then assign task to worker who does it the fastest.,By using their strengths,tried to keep both busy,2,,,,N0
R_wYIoenqefos6uYx,A1C42B3V15RM9U,control,38,35,38,38,22,21,32,Server shouldn't cook / Sous-Chef should do all cooking,"Server should chop once / Sous-Chef should chop three times,Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick,Sous-Chef should chop twice before starting to cook",Do not let the Server cook,Slightly difficult,Never,34,Female,4 year degree,Never let the server cook the burger,Learn who is faster at what first and then assign task to worker who does it the fastest.,Looked at their tick times and gave them the ones they were best at,I made sure the Sous was doing the harder tasks,3,K0,D0,E0,N1
R_xlnJEPOkxxHspJT,A2MD8YUPQK8S2H,control,38,37,38,38,21,20,32,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,It is sometimes better to leave a worker idle,Slightly easy,Once a month,20,Female,4 year degree,Try different combinations,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","Whichever workers took less ticks, i would use them for those tasks",I had to give Server more of the cooking centric tasks,2,,,,N0
R_yNJaIImQ7EY3J5v,A2TLTOOOOP48UQ,control,38,36,37,36,20,20,31.16666667,Server should cook once / Sous-Chef should cook three times,Server should do all plating / Sous-Chef shouldn't plate,Make sure to time wisely,Slightly difficult,Once in a while,20,Male,Some college,To make combinations to get the best outcome,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I made sure to see the duration of turns that each person makes to perform a certain task.,I changed it by counting the turns that the sous chef and server took,2,,,,N0
